"Read1","Read2","UmiRead","SampleName","ReadGroup","Library","SourceMaterial","PlatformUnit","SequencingPlatform","PlatformModel","SequencingCentre","SequencingDate","SLXId","Barcode","Flowcell","Lane","EndType","ReadLength","Index Type"
"PGDX18273P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18273P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18273P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL252-DL790","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18275P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18275P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18275P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL253-DL791","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18276P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18276P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18276P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL254-DL792","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18279P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18279P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18279P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL255-DL793","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18280P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18280P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18280P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL256-DL794","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18281P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18281P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18281P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL257-DL795","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18282P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18282P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18282P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL258-DL796","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18283P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18283P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18283P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL259-DL797","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18284P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18284P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18284P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL260-DL798","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18285P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18285P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18285P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL261-DL799","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18288P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18288P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18288P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL262-DL800","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18326P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18326P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18326P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL263-DL801","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18327P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18327P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18327P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL264-DL802","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18328P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18328P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18328P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL265-DL803","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18329P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18329P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18329P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL266-DL804","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18330P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18330P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18330P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL267-DL805","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18331P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18331P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18331P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL268-DL806","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18332P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18332P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18332P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL269-DL807","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18333P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18333P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18333P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL270-DL808","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18334P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18334P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18334P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL271-DL809","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18335P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18335P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18335P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL272-DL810","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18336P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18336P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18336P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL273-DL811","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18337P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18337P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18337P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL274-DL812","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18338P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18338P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18338P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL275-DL813","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18339P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18339P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18339P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL276-DL814","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18340P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18340P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18340P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL277-DL815","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18341P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18341P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18341P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL278-DL816","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18342P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18342P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18342P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL279-DL817","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18343P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18343P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18343P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL280-DL818","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18344P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18344P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18344P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL281-DL819","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18345P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18345P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18345P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL282-DL820","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18346P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18346P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18346P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL283-DL821","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18347P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18347P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18347P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL284-DL822","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18348P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18348P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18348P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL285-DL823","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18349P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18349P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18349P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL286-DL824","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18417P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18417P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18417P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL287-DL825","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18418P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18418P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18418P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL288-DL826","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18419P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18419P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18419P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL289-DL827","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18420P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18420P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18420P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL290-DL828","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18421P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18421P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18421P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL291-DL829","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18422P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18422P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18422P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL292-DL830","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18423P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18423P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18423P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL293-DL831","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18424P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18424P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18424P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL294-DL832","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18425P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18425P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18425P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL295-DL833","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18426P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18426P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18426P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL296-DL834","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18427P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18427P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18427P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL297-DL835","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18428P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18428P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18428P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL298-DL836","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18429P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18429P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18429P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL299-DL837","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18430P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18430P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18430P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL300-DL838","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18431P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18431P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18431P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL301-DL839","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18432P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18432P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18432P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL302-DL840","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18433P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18433P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18433P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL303-DL841","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18434P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18434P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18434P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL304-DL842","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18435P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18435P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18435P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL305-DL843","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18436P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18436P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18436P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL306-DL844","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18437P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18437P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18437P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL307-DL845","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18438P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18438P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18438P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL308-DL846","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18439P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18439P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18439P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL309-DL847","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18440P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18440P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18440P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL310-DL848","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18441P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18441P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18441P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL311-DL849","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18442P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18442P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18442P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL312-DL850","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18443P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18443P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18443P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL313-DL851","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18444P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18444P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18444P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL314-DL852","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18445P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18445P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18445P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL315-DL853","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18446P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18446P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18446P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL316-DL854","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18447P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18447P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18447P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL317-DL855","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18448P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18448P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18448P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL318-DL856","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18449P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18449P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18449P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL319-DL857","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18450P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18450P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18450P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL320-DL858","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18451P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18451P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18451P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL321-DL859","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18452P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18452P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18452P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL322-DL860","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18453P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18453P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18453P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL323-DL861","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18454P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18454P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18454P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL324-DL862","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18455P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18455P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18455P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL325-DL863","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18456P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18456P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18456P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL326-DL864","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18457P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18457P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18457P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL327-DL865","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18458P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18458P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18458P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL328-DL866","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18459P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18459P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18459P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL329-DL867","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18460P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18460P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18460P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL330-DL868","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18461P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18461P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18461P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL331-DL869","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18688P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18688P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18688P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL332-DL870","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18690P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18690P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18690P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL333-DL871","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18691P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18691P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18691P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL334-DL872","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX18692P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX18692P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX18692P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL335-DL873","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
