Read1,Read2,UmiRead,SampleName,ReadGroup,Library,SourceMaterial,PlatformUnit,SequencingPlatform,PlatformModel,SequencingCentre,SequencingDate,SLXId,Barcode,Flowcell,Lane,EndType,ReadLength,Index Type,Library Type
SLX-12759.D711_D503.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D711_D503.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-010_T3_123,NA,SLX-12759.D711-D503,SLX-12759.D711-D503,HHMMCBBXX.1.D711-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D711-D503,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D710_D508.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D710_D508.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-006_T20_87,NA,SLX-12759.D710-D508,SLX-12759.D710-D508,HHMMCBBXX.1.D710-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D710-D508,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D710_D506.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D710_D506.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-004_T7_49,NA,SLX-12759.D710-D506,SLX-12759.D710-D506,HHMMCBBXX.1.D710-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D710-D506,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D704_D503.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D704_D503.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-032_T7_225,NA,SLX-12759.D704-D503,SLX-12759.D704-D503,HHMMCBBXX.1.D704-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D704-D503,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D704_D501.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D704_D501.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-032_T3_222,NA,SLX-12759.D704-D501,SLX-12759.D704-D501,HHMMCBBXX.1.D704-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D704-D501,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D703_D505.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D703_D505.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-032_T11_229,NA,SLX-12759.D703-D505,SLX-12759.D703-D505,HHMMCBBXX.1.D703-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D703-D505,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D702_D505.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D702_D505.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-022_T5_215,NA,SLX-12759.D702-D505,SLX-12759.D702-D505,HHMMCBBXX.1.D702-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D702-D505,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D701_D505.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D701_D505.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-012_T6_151,NA,SLX-12759.D701-D505,SLX-12759.D701-D505,HHMMCBBXX.1.D701-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D701-D505,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D711_D508.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D711_D508.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-014_T3_159,NA,SLX-12759.D711-D508,SLX-12759.D711-D508,HHMMCBBXX.1.D711-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D711-D508,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-11034.A013.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A013.C8B9UANXX.s_8.r_2.fq.gz,NA,108_1,NA,SLX-11034.A013,SLX-11034.A013,C8B9UANXX.8.A013,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A013,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A002.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A002.C8B9UANXX.s_8.r_2.fq.gz,NA,108_2,NA,SLX-11034.A002,SLX-11034.A002,C8B9UANXX.8.A002,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A002,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A003.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A003.C8B9UANXX.s_8.r_2.fq.gz,NA,108_2_*,NA,SLX-11034.A003,SLX-11034.A003,C8B9UANXX.8.A003,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A003,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A004.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A004.C8B9UANXX.s_8.r_2.fq.gz,NA,108_3,NA,SLX-11034.A004,SLX-11034.A004,C8B9UANXX.8.A004,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A004,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A005.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A005.C8B9UANXX.s_8.r_2.fq.gz,NA,112579,NA,SLX-11034.A005,SLX-11034.A005,C8B9UANXX.8.A005,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A005,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A006.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A006.C8B9UANXX.s_8.r_2.fq.gz,NA,120220,NA,SLX-11034.A006,SLX-11034.A006,C8B9UANXX.8.A006,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A006,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A007.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A007.C8B9UANXX.s_8.r_2.fq.gz,NA,RSC4,NA,SLX-11034.A007,SLX-11034.A007,C8B9UANXX.8.A007,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A007,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A008.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A008.C8B9UANXX.s_8.r_2.fq.gz,NA,3.11,NA,SLX-11034.A008,SLX-11034.A008,C8B9UANXX.8.A008,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A008,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11034.A009.C8B9UANXX.s_8.r_1.fq.gz,SLX-11034.A009.C8B9UANXX.s_8.r_2.fq.gz,NA,H3,NA,SLX-11034.A009,SLX-11034.A009,C8B9UANXX.8.A009,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-22,SLX-11034,A009,C8B9UANXX,8,Paired End,125,Truseq LT,DNASeq
SLX-11379.D701_D503.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D701_D503.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_3,NA,SLX-11379.D701-D503,SLX-11379.D701-D503,H5VHJBBXX.5.D701-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D701-D503,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D701_D501.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D701_D501.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_1,NA,SLX-11379.D701-D501,SLX-11379.D701-D501,H5VHJBBXX.5.D701-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D701-D501,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-11379.D701_D502.H5VHJBBXX.s_5.r_1.fq.gz,SLX-11379.D701_D502.H5VHJBBXX.s_5.r_2.fq.gz,NA,EXP1617_2,NA,SLX-11379.D701-D502,SLX-11379.D701-D502,H5VHJBBXX.5.D701-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11379,D701-D502,H5VHJBBXX,5,Paired End,150,Fluidigm,DNASeq
SLX-12758.D705_D502.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D705_D502.HHT5VBBXX.s_8.r_2.fq.gz,NA,EXP1735_MELR_01-012_PRIMARY,NA,SLX-12758.D705-D502,SLX-12758.D705-D502,HHT5VBBXX.8.D705-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D705-D502,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D709_D502.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D709_D502.HHT5VBBXX.s_8.r_2.fq.gz,NA,Q02 MELR_RB_01-004_T11_15.2,NA,SLX-12758.D709-D502,SLX-12758.D709-D502,HHT5VBBXX.8.D709-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D709-D502,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D710_D504.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D710_D504.HHT5VBBXX.s_8.r_2.fq.gz,NA,Q02 MELR_PC_01-006_T7_67.2,NA,SLX-12758.D710-D504,SLX-12758.D710-D504,HHT5VBBXX.8.D710-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D710-D504,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D704_D508.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D704_D508.HHT5VBBXX.s_8.r_2.fq.gz,NA,JW_01-022_T7_60,NA,SLX-12758.D704-D508,SLX-12758.D704-D508,HHT5VBBXX.8.D704-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D704-D508,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D707_D502.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D707_D502.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 PLASMA_MELR_01-032_T11_12,NA,SLX-12758.D707-D502,SLX-12758.D707-D502,HHT5VBBXX.8.D707-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D707-D502,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D706_D508.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D706_D508.HHT5VBBXX.s_8.r_2.fq.gz,NA,Q02 JW_01-022_T4_57,NA,SLX-12758.D706-D508,SLX-12758.D706-D508,HHT5VBBXX.8.D706-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D706-D508,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D706_D507.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D706_D507.HHT5VBBXX.s_8.r_2.fq.gz,NA,Q02 JW_01-022_T3_56,NA,SLX-12758.D706-D507,SLX-12758.D706-D507,HHT5VBBXX.8.D706-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D706-D507,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D706_D506.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D706_D506.HHT5VBBXX.s_8.r_2.fq.gz,NA,Q02 CI_01-014_T2_88,NA,SLX-12758.D706-D506,SLX-12758.D706-D506,HHT5VBBXX.8.D706-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D706-D506,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D710_D507.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D710_D507.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-006_T15_82,NA,SLX-12758.D710-D507,SLX-12758.D710-D507,HHT5VBBXX.8.D710-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D710-D507,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D705_D505.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D705_D505.HHT5VBBXX.s_8.r_2.fq.gz,NA,EXP1735_MELR_01-020_PRIMARY,NA,SLX-12758.D705-D505,SLX-12758.D705-D505,HHT5VBBXX.8.D705-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D705-D505,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D705_D503.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D705_D503.HHT5VBBXX.s_8.r_2.fq.gz,NA,EXP1735_MELR_01-014_PRIMARY,NA,SLX-12758.D705-D503,SLX-12758.D705-D503,HHT5VBBXX.8.D705-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D705-D503,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-10991.iPCRtagT009.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT009.C854JANXX.s_8.r_2.fq.gz,NA,UCP:2,NA,SLX-10991.iPCRtagT009,SLX-10991.iPCRtagT009,C854JANXX.8.iPCRtagT009,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-02,SLX-10991,iPCRtagT009,C854JANXX,8,Paired End,125,Thruplex DNA-seq,DNASeq
SLX-10991.iPCRtagT007.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT007.C854JANXX.s_8.r_2.fq.gz,NA,UCP:42,NA,SLX-10991.iPCRtagT007,SLX-10991.iPCRtagT007,C854JANXX.8.iPCRtagT007,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-02,SLX-10991,iPCRtagT007,C854JANXX,8,Paired End,125,Thruplex DNA-seq,DNASeq
SLX-10991.iPCRtagT006.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT006.C854JANXX.s_8.r_2.fq.gz,NA,UCP:78,NA,SLX-10991.iPCRtagT006,SLX-10991.iPCRtagT006,C854JANXX.8.iPCRtagT006,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-02,SLX-10991,iPCRtagT006,C854JANXX,8,Paired End,125,Thruplex DNA-seq,DNASeq
SLX-10991.iPCRtagT005.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT005.C854JANXX.s_8.r_2.fq.gz,NA,UCP:54,NA,SLX-10991.iPCRtagT005,SLX-10991.iPCRtagT005,C854JANXX.8.iPCRtagT005,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-02,SLX-10991,iPCRtagT005,C854JANXX,8,Paired End,125,Thruplex DNA-seq,DNASeq
SLX-10991.iPCRtagT013.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT013.C854JANXX.s_8.r_2.fq.gz,NA,UCP:74,NA,SLX-10991.iPCRtagT013,SLX-10991.iPCRtagT013,C854JANXX.8.iPCRtagT013,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-02,SLX-10991,iPCRtagT013,C854JANXX,8,Paired End,125,Thruplex DNA-seq,DNASeq
SLX-10991.iPCRtagT011.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT011.C854JANXX.s_8.r_2.fq.gz,NA,UCP:36,NA,SLX-10991.iPCRtagT011,SLX-10991.iPCRtagT011,C854JANXX.8.iPCRtagT011,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-02,SLX-10991,iPCRtagT011,C854JANXX,8,Paired End,125,Thruplex DNA-seq,DNASeq
SLX-10991.iPCRtagT010.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT010.C854JANXX.s_8.r_2.fq.gz,NA,UCP:96,NA,SLX-10991.iPCRtagT010,SLX-10991.iPCRtagT010,C854JANXX.8.iPCRtagT010,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-02,SLX-10991,iPCRtagT010,C854JANXX,8,Paired End,125,Thruplex DNA-seq,DNASeq
SLX-12758.D706_D505.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D706_D505.HHT5VBBXX.s_8.r_2.fq.gz,NA,Q02 MELR_PC_01-006_T20_82,NA,SLX-12758.D706-D505,SLX-12758.D706-D505,HHT5VBBXX.8.D706-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D706-D505,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D705_D508.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D705_D508.HHT5VBBXX.s_8.r_2.fq.gz,NA,Q02 CI_01-014_T7_93,NA,SLX-12758.D705-D508,SLX-12758.D705-D508,HHT5VBBXX.8.D705-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D705-D508,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-10991.iPCRtagT004.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT004.C854JANXX.s_8.r_2.fq.gz,NA,UCP:52,NA,SLX-10991.iPCRtagT004,SLX-10991.iPCRtagT004,C854JANXX.8.iPCRtagT004,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-02,SLX-10991,iPCRtagT004,C854JANXX,8,Paired End,125,Thruplex DNA-seq,DNASeq
SLX-10991.iPCRtagT003.C854JANXX.s_8.r_1.fq.gz,SLX-10991.iPCRtagT003.C854JANXX.s_8.r_2.fq.gz,NA,UCP:4,NA,SLX-10991.iPCRtagT003,SLX-10991.iPCRtagT003,C854JANXX.8.iPCRtagT003,ILLUMINA,HiSeq 2500,CRUK-CI,2015-12-02,SLX-10991,iPCRtagT003,C854JANXX,8,Paired End,125,Thruplex DNA-seq,DNASeq
SLX-12759.D708_D504.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D708_D504.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-006_T5_72,NA,SLX-12759.D708-D504,SLX-12759.D708-D504,HHMMCBBXX.1.D708-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D708-D504,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D708_D503.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D708_D503.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-004_T22,NA,SLX-12759.D708-D503,SLX-12759.D708-D503,HHMMCBBXX.1.D708-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D708-D503,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D708_D501.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D708_D501.HHMMCBBXX.s_1.r_2.fq.gz,NA,Q02 MELR_RB_01-004_T7_11,NA,SLX-12759.D708-D501,SLX-12759.D708-D501,HHMMCBBXX.1.D708-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D708-D501,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D712_D502.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D712_D502.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-020_T6_211,NA,SLX-12759.D712-D502,SLX-12759.D712-D502,HHMMCBBXX.1.D712-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D712-D502,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D710_D504.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D710_D504.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-004_T13_55,NA,SLX-12759.D710-D504,SLX-12759.D710-D504,HHMMCBBXX.1.D710-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D710-D504,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D704_D508.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D704_D508.HHMMCBBXX.s_1.r_2.fq.gz,NA,Q02_CC_01-010_T4_32,NA,SLX-12759.D704-D508,SLX-12759.D704-D508,HHMMCBBXX.1.D704-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D704-D508,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D710_D505.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D710_D505.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-004_T3_45,NA,SLX-12759.D710-D505,SLX-12759.D710-D505,HHMMCBBXX.1.D710-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D710-D505,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D710_D503.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D710_D503.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-004_T11_53,NA,SLX-12759.D710-D503,SLX-12759.D710-D503,HHMMCBBXX.1.D710-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D710-D503,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D710_D502.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D710_D502.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-004_T1_43,NA,SLX-12759.D710-D502,SLX-12759.D710-D502,HHMMCBBXX.1.D710-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D710-D502,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D708_D508.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D708_D508.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-014_T7_163,NA,SLX-12759.D708-D508,SLX-12759.D708-D508,HHMMCBBXX.1.D708-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D708-D508,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12759.D708_D505.HHMMCBBXX.s_1.r_1.fq.gz,SLX-12759.D708_D505.HHMMCBBXX.s_1.r_2.fq.gz,NA,U02 URINE_MELR_01-006_T7_74,NA,SLX-12759.D708-D505,SLX-12759.D708-D505,HHMMCBBXX.1.D708-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12759,D708-D505,HHMMCBBXX,1,Paired End,150,Truseq HT,Other
SLX-12758.D709_D504.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D709_D504.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-004_T16_58,NA,SLX-12758.D709-D504,SLX-12758.D709-D504,HHT5VBBXX.8.D709-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D709-D504,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D709_D501.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D709_D501.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-020_T4_209,NA,SLX-12758.D709-D501,SLX-12758.D709-D501,HHT5VBBXX.8.D709-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D709-D501,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D708_D507.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D708_D507.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-014_T5_161,NA,SLX-12758.D708-D507,SLX-12758.D708-D507,HHT5VBBXX.8.D708-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D708-D507,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D708_D506.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D708_D506.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-010_T4_124,NA,SLX-12758.D708-D506,SLX-12758.D708-D506,HHT5VBBXX.8.D708-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D708-D506,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D708_D502.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D708_D502.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-004_T18_60,NA,SLX-12758.D708-D502,SLX-12758.D708-D502,HHT5VBBXX.8.D708-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D708-D502,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D711_D502.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D711_D502.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-010_T2_122,NA,SLX-12758.D711-D502,SLX-12758.D711-D502,HHT5VBBXX.8.D711-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D711-D502,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D711_D501.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D711_D501.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-006_T22_89,NA,SLX-12758.D711-D501,SLX-12758.D711-D501,HHT5VBBXX.8.D711-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D711-D501,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D712_D501.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D712_D501.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-020_T3_208,NA,SLX-12758.D712-D501,SLX-12758.D712-D501,HHT5VBBXX.8.D712-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D712-D501,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D711_D506.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D711_D506.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-014_T1_158,NA,SLX-12758.D711-D506,SLX-12758.D711-D506,HHT5VBBXX.8.D711-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D711-D506,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D711_D505.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D711_D505.HHT5VBBXX.s_8.r_2.fq.gz,NA,CI_01-014_T3_89,NA,SLX-12758.D711-D505,SLX-12758.D711-D505,HHT5VBBXX.8.D711-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D711-D505,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
SLX-12758.D709_D505.HHT5VBBXX.s_8.r_1.fq.gz,SLX-12758.D709_D505.HHT5VBBXX.s_8.r_2.fq.gz,NA,U02 URINE_MELR_01-012_T7_152,NA,SLX-12758.D709-D505,SLX-12758.D709-D505,HHT5VBBXX.8.D709-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-06,SLX-12758,D709-D505,HHT5VBBXX,8,Paired End,150,Truseq HT,Other
