Read1,Read2,UmiRead,SampleName,ReadGroup,Library,SourceMaterial,PlatformUnit,SequencingPlatform,PlatformModel,SequencingCentre,SequencingDate,SLXId,Barcode,Flowcell,Lane,EndType,ReadLength,Library Type,Index Type
SLX-12838.D704_D503.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D704_D503.HFKF7BBXX.s_8.r_2.fq.gz,,DK59,,SLX-12838.D704-D503,SLX-12838.D704-D503,HFKF7BBXX.8.D704-D503,ILLUMINA,HiSeq 4000,CRUK-CI,13/10/2016,SLX-12838,D704-D503,HFKF7BBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-12838.D704_D504.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D704_D504.HFKF7BBXX.s_8.r_2.fq.gz,,DK60,,SLX-12838.D704-D504,SLX-12838.D704-D504,HFKF7BBXX.8.D704-D504,ILLUMINA,HiSeq 4000,CRUK-CI,13/10/2016,SLX-12838,D704-D504,HFKF7BBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-12838.D705_D505.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D705_D505.HFKF7BBXX.s_8.r_2.fq.gz,,DK61,,SLX-12838.D705-D505,SLX-12838.D705-D505,HFKF7BBXX.8.D705-D505,ILLUMINA,HiSeq 4000,CRUK-CI,13/10/2016,SLX-12838,D705-D505,HFKF7BBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-12838.D705_D506.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D705_D506.HFKF7BBXX.s_8.r_2.fq.gz,,DK62,,SLX-12838.D705-D506,SLX-12838.D705-D506,HFKF7BBXX.8.D705-D506,ILLUMINA,HiSeq 4000,CRUK-CI,13/10/2016,SLX-12838,D705-D506,HFKF7BBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-12838.D705_D507.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D705_D507.HFKF7BBXX.s_8.r_2.fq.gz,,DK63,,SLX-12838.D705-D507,SLX-12838.D705-D507,HFKF7BBXX.8.D705-D507,ILLUMINA,HiSeq 4000,CRUK-CI,13/10/2016,SLX-12838,D705-D507,HFKF7BBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-12838.D705_D508.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D705_D508.HFKF7BBXX.s_8.r_2.fq.gz,,DK64,,SLX-12838.D705-D508,SLX-12838.D705-D508,HFKF7BBXX.8.D705-D508,ILLUMINA,HiSeq 4000,CRUK-CI,13/10/2016,SLX-12838,D705-D508,HFKF7BBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-12838.D706_D505.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D706_D505.HFKF7BBXX.s_8.r_2.fq.gz,,DK65,,SLX-12838.D706-D505,SLX-12838.D706-D505,HFKF7BBXX.8.D706-D505,ILLUMINA,HiSeq 4000,CRUK-CI,13/10/2016,SLX-12838,D706-D505,HFKF7BBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-12838.D706_D506.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D706_D506.HFKF7BBXX.s_8.r_2.fq.gz,,DK66,,SLX-12838.D706-D506,SLX-12838.D706-D506,HFKF7BBXX.8.D706-D506,ILLUMINA,HiSeq 4000,CRUK-CI,13/10/2016,SLX-12838,D706-D506,HFKF7BBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-12838.D706_D507.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D706_D507.HFKF7BBXX.s_8.r_2.fq.gz,,DK67,,SLX-12838.D706-D507,SLX-12838.D706-D507,HFKF7BBXX.8.D706-D507,ILLUMINA,HiSeq 4000,CRUK-CI,13/10/2016,SLX-12838,D706-D507,HFKF7BBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-12838.D706_D508.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D706_D508.HFKF7BBXX.s_8.r_2.fq.gz,,DK68,,SLX-12838.D706-D508,SLX-12838.D706-D508,HFKF7BBXX.8.D706-D508,ILLUMINA,HiSeq 4000,CRUK-CI,13/10/2016,SLX-12838,D706-D508,HFKF7BBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-12839.D706_D501.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D706_D501.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB18_PLASMA_A,,SLX-12839.D706-D501,SLX-12839.D706-D501,HGYHFBBXX.6.D706-D501,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D706-D501,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D706_D502.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D706_D502.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB19_PLASMA_A,,SLX-12839.D706-D502,SLX-12839.D706-D502,HGYHFBBXX.6.D706-D502,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D706-D502,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D706_D503.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D706_D503.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB20_PLASMA_A,,SLX-12839.D706-D503,SLX-12839.D706-D503,HGYHFBBXX.6.D706-D503,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D706-D503,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12531.D703_D502.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D703_D502.HHVLTBBXX.s_4.r_2.fq.gz,,G5062310A2,,SLX-12531.D703-D502,SLX-12531.D703-D502,HHVLTBBXX.4.D703-D502,ILLUMINA,HiSeq 4000,CRUK-CI,20/03/2017,SLX-12531,D703-D502,HHVLTBBXX,4,Paired End,150,Amplicon Low-Diversity,Truseq HT
SLX-12531.D703_D503.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D703_D503.HHVLTBBXX.s_4.r_2.fq.gz,,J4072310A1,,SLX-12531.D703-D503,SLX-12531.D703-D503,HHVLTBBXX.4.D703-D503,ILLUMINA,HiSeq 4000,CRUK-CI,20/03/2017,SLX-12531,D703-D503,HHVLTBBXX,4,Paired End,150,Amplicon Low-Diversity,Truseq HT
SLX-12531.D703_D501.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D703_D501.HHVLTBBXX.s_4.r_2.fq.gz,,G5062310A1,,SLX-12531.D703-D501,SLX-12531.D703-D501,HHVLTBBXX.4.D703-D501,ILLUMINA,HiSeq 4000,CRUK-CI,20/03/2017,SLX-12531,D703-D501,HHVLTBBXX,4,Paired End,150,Amplicon Low-Diversity,Truseq HT
SLX-12839.D702_D502.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D702_D502.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB12_PLASMA_A,,SLX-12839.D702-D502,SLX-12839.D702-D502,HGYHFBBXX.6.D702-D502,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D702-D502,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D702_D503.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D702_D503.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB14_PLASMA_A_central,,SLX-12839.D702-D503,SLX-12839.D702-D503,HGYHFBBXX.6.D702-D503,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D702-D503,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D702_D504.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D702_D504.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB14_PLASMA_A_peripheral,,SLX-12839.D702-D504,SLX-12839.D702-D504,HGYHFBBXX.6.D702-D504,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D702-D504,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D701_D502.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D701_D502.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB4_PLASMA_A,,SLX-12839.D701-D502,SLX-12839.D701-D502,HGYHFBBXX.6.D701-D502,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D701-D502,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D701_D503.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D701_D503.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB9_PLASMA_A,,SLX-12839.D701-D503,SLX-12839.D701-D503,HGYHFBBXX.6.D701-D503,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D701-D503,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D701_D504.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D701_D504.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB10_PLASMA_A,,SLX-12839.D701-D504,SLX-12839.D701-D504,HGYHFBBXX.6.D701-D504,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D701-D504,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D702_D501.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D702_D501.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB11_PLASMA_A,,SLX-12839.D702-D501,SLX-12839.D702-D501,HGYHFBBXX.6.D702-D501,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D702-D501,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D701_D501.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D701_D501.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB2_PLASMA_A,,SLX-12839.D701-D501,SLX-12839.D701-D501,HGYHFBBXX.6.D701-D501,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D701-D501,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D704_D508.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D704_D508.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB13_PLASMA_A,,SLX-12839.D704-D508,SLX-12839.D704-D508,HGYHFBBXX.6.D704-D508,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D704-D508,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D705_D501.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D705_D501.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB14_PLASMA_F/U,,SLX-12839.D705-D501,SLX-12839.D705-D501,HGYHFBBXX.6.D705-D501,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D705-D501,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D705_D502.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D705_D502.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB15_PLASMA_A,,SLX-12839.D705-D502,SLX-12839.D705-D502,HGYHFBBXX.6.D705-D502,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D705-D502,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D705_D503.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D705_D503.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB15_PLASMA_F/U,,SLX-12839.D705-D503,SLX-12839.D705-D503,HGYHFBBXX.6.D705-D503,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D705-D503,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D703_D507.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D703_D507.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB2_PLASMA_F/U,,SLX-12839.D703-D507,SLX-12839.D703-D507,HGYHFBBXX.6.D703-D507,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D703-D507,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D703_D508.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D703_D508.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB11_PLASMA_F/U,,SLX-12839.D703-D508,SLX-12839.D703-D508,HGYHFBBXX.6.D703-D508,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D703-D508,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D704_D507.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D704_D507.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB12_PLASMA_F/U,,SLX-12839.D704-D507,SLX-12839.D704-D507,HGYHFBBXX.6.D704-D507,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D704-D507,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D703_D505.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D703_D505.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB16_PLASMA_A_central,,SLX-12839.D703-D505,SLX-12839.D703-D505,HGYHFBBXX.6.D703-D505,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D703-D505,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D703_D506.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D703_D506.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB16_PLASMA_A_peripheral,,SLX-12839.D703-D506,SLX-12839.D703-D506,HGYHFBBXX.6.D703-D506,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D703-D506,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D704_D505.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D704_D505.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB17_PLASMA_A_central,,SLX-12839.D704-D505,SLX-12839.D704-D505,HGYHFBBXX.6.D704-D505,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D704-D505,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-12839.D704_D506.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D704_D506.HGYHFBBXX.s_6.r_2.fq.gz,,BLING_GB17_PLASMA_A_peripheral,,SLX-12839.D704-D506,SLX-12839.D704-D506,HGYHFBBXX.6.D704-D506,ILLUMINA,HiSeq 4000,CRUK-CI,12/12/2016,SLX-12839,D704-D506,HGYHFBBXX,6,Paired End,150,DNASeq,Truseq HT
SLX-11896.D701_D501.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D701_D501.H7YGCBBXX.s_8.r_2.fq.gz,,UCP:76,,SLX-11896.D701-D501,SLX-11896.D701-D501,H7YGCBBXX.8.D701-D501,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D701-D501,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D701_D501.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D701_D501.HC2KKBBXX.s_8.r_2.fq.gz,,UCP:76,,SLX-11896.D701-D501,SLX-11896.D701-D501,HC2KKBBXX.8.D701-D501,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D701-D501,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D707_D506.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D506.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1633,,SLX-11896.D707-D506,SLX-11896.D707-D506,H7YGCBBXX.8.D707-D506,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D707-D506,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D707_D506.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D506.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1633,,SLX-11896.D707-D506,SLX-11896.D707-D506,HC2KKBBXX.8.D707-D506,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D707-D506,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D707_D501.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D501.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1024,,SLX-11896.D707-D501,SLX-11896.D707-D501,H7YGCBBXX.8.D707-D501,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D707-D501,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D707_D501.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D501.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1024,,SLX-11896.D707-D501,SLX-11896.D707-D501,HC2KKBBXX.8.D707-D501,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D707-D501,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D708_D506.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D708_D506.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:995,,SLX-11896.D708-D506,SLX-11896.D708-D506,H7YGCBBXX.8.D708-D506,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D708-D506,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D708_D506.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D708_D506.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:995,,SLX-11896.D708-D506,SLX-11896.D708-D506,HC2KKBBXX.8.D708-D506,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D708-D506,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D704_D502.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D704_D502.H7YGCBBXX.s_8.r_2.fq.gz,,USN:255,,SLX-11896.D704-D502,SLX-11896.D704-D502,H7YGCBBXX.8.D704-D502,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D704-D502,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D704_D502.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D704_D502.HC2KKBBXX.s_8.r_2.fq.gz,,USN:255,,SLX-11896.D704-D502,SLX-11896.D704-D502,HC2KKBBXX.8.D704-D502,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D704-D502,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D501.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D501.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1575,,SLX-11896.D709-D501,SLX-11896.D709-D501,H7YGCBBXX.8.D709-D501,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D709-D501,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D501.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D501.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1575,,SLX-11896.D709-D501,SLX-11896.D709-D501,HC2KKBBXX.8.D709-D501,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D709-D501,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D507.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D507.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:688,,SLX-11896.D709-D507,SLX-11896.D709-D507,H7YGCBBXX.8.D709-D507,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D709-D507,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D507.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D507.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:688,,SLX-11896.D709-D507,SLX-11896.D709-D507,HC2KKBBXX.8.D709-D507,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D709-D507,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D502.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D502.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1881,,SLX-11896.D709-D502,SLX-11896.D709-D502,H7YGCBBXX.8.D709-D502,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D709-D502,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D502.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D502.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1881,,SLX-11896.D709-D502,SLX-11896.D709-D502,HC2KKBBXX.8.D709-D502,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D709-D502,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D708_D501.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D708_D501.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:2180,,SLX-11896.D708-D501,SLX-11896.D708-D501,H7YGCBBXX.8.D708-D501,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D708-D501,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D708_D501.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D708_D501.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:2180,,SLX-11896.D708-D501,SLX-11896.D708-D501,HC2KKBBXX.8.D708-D501,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D708-D501,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D506.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D506.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:785,,SLX-11896.D709-D506,SLX-11896.D709-D506,H7YGCBBXX.8.D709-D506,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D709-D506,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D506.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D506.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:785,,SLX-11896.D709-D506,SLX-11896.D709-D506,HC2KKBBXX.8.D709-D506,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D709-D506,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D708_D502.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D708_D502.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1180,,SLX-11896.D708-D502,SLX-11896.D708-D502,H7YGCBBXX.8.D708-D502,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D708-D502,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D708_D502.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D708_D502.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1180,,SLX-11896.D708-D502,SLX-11896.D708-D502,HC2KKBBXX.8.D708-D502,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D708-D502,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D708_D503.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D708_D503.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1872,,SLX-11896.D708-D503,SLX-11896.D708-D503,H7YGCBBXX.8.D708-D503,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D708-D503,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D708_D503.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D708_D503.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1872,,SLX-11896.D708-D503,SLX-11896.D708-D503,HC2KKBBXX.8.D708-D503,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D708-D503,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D706_D507.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D706_D507.H7YGCBBXX.s_8.r_2.fq.gz,,USN:169,,SLX-11896.D706-D507,SLX-11896.D706-D507,H7YGCBBXX.8.D706-D507,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D706-D507,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D706_D507.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D706_D507.HC2KKBBXX.s_8.r_2.fq.gz,,USN:169,,SLX-11896.D706-D507,SLX-11896.D706-D507,HC2KKBBXX.8.D706-D507,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D706-D507,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11870.D712_D503.HC23JBBXX.s_8.r_1.fq.gz,SLX-11870.D712_D503.HC23JBBXX.s_8.r_2.fq.gz,,E139,,SLX-11870.D712-D503,SLX-11870.D712-D503,HC23JBBXX.8.D712-D503,ILLUMINA,HiSeq 4000,CRUK-CI,31/05/2016,SLX-11870,D712-D503,HC23JBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D503.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D503.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1557,,SLX-11896.D709-D503,SLX-11896.D709-D503,H7YGCBBXX.8.D709-D503,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D709-D503,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D503.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D503.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1557,,SLX-11896.D709-D503,SLX-11896.D709-D503,HC2KKBBXX.8.D709-D503,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D709-D503,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11870.D712_D504.HC23JBBXX.s_8.r_1.fq.gz,SLX-11870.D712_D504.HC23JBBXX.s_8.r_2.fq.gz,,CAL0017_SCR_CT,,SLX-11870.D712-D504,SLX-11870.D712-D504,HC23JBBXX.8.D712-D504,ILLUMINA,HiSeq 4000,CRUK-CI,31/05/2016,SLX-11870,D712-D504,HC23JBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D707_D503.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D503.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1658,,SLX-11896.D707-D503,SLX-11896.D707-D503,H7YGCBBXX.8.D707-D503,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D707-D503,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D707_D503.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D503.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1658,,SLX-11896.D707-D503,SLX-11896.D707-D503,HC2KKBBXX.8.D707-D503,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D707-D503,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
