file,n_read,n_nucleotide,n_read_mapped,n_nucleotide_mapped,n_read_duplicate,n_nucleotide_duplicate,n_read_mapped_chrM,coverage_by_mapped_reads
DL-00001.DL237-DL775.HiSeq_2000_2500.bam,69095492,6837406876,67776449,6737614089,1551036,154729324,403,2.1055044028125
DL-00001.DL246-DL784.HiSeq_2000_2500.bam,78176138,7747075354,77102116,7664124770,1814769,181033493,496,2.395038990625
DL-00001.DL213-DL751.HiSeq_2000_2500.bam,50606439,4910112959,45873542,4554612268,885359,88229978,2054,1.42331633375
DL-00001.DL143-DL681.HiSeq_2000_2500.bam,89880794,8889531802,87999037,8746980975,2295300,228939482,605,2.7334315546875
DL-00001.DL450-DL988.HiSeq_2000_2500.bam,65277537,6479757871,64703488,6434853506,1467768,146499627,1122,2.010891720625
DL-00001.DL397-DL935.HiSeq_2000_2500.bam,390963739,38451080301,387047347,38165858628,18857589,1864505762,3787,11.92683082125
DL-00001.DL350-DL888.HiSeq_2000_2500.bam,103172557,10235214700,102439563,10182526253,2368558,236310713,387,3.1820394540625
DL-00001.DL017-DL555.HiSeq_2000_2500.bam,86111521,8451095841,85362868,8400646236,2142803,211573957,1076,2.62520194875
DL-00001.DL239-DL777.HiSeq_2000_2500.bam,73912785,7277095016,71081981,7065147130,1460156,145615147,1396,2.207858478125
DL-00001.DL328-DL866.HiSeq_2000_2500.bam,89094587,8831323933,88507524,8788900273,2350367,234293083,430,2.7465313353125
DL-00001.DL338-DL876.HiSeq_2000_2500.bam,80756385,8000158392,80039987,7945466007,1780738,177606520,811,2.4829581271875
DL-00001.DL240-DL778.HiSeq_2000_2500.bam,78068547,7751572848,77592055,7713130346,1890165,188580886,1261,2.410353233125
DL-00001.DL361-DL899.HiSeq_2000_2500.bam,103027911,10231426599,102418796,10179145772,2715956,270975826,770,3.18098305375
DL-00001.DL296-DL834.HiSeq_2000_2500.bam,62461065,6180616476,61886098,6138763754,1427894,142188733,938,1.918363673125
DL-00001.DL074-DL612.HiSeq_2000_2500.bam,100153907,9941365447,99191745,9865581538,2271035,226648698,814,3.082994230625
DL-00001.DL419-DL957.HiSeq_2000_2500.bam,66191069,6474927164,65265666,6410556884,1092333,107865689,1037,2.00329902625
DL-00001.DL030-DL568.HiSeq_2000_2500.bam,94449482,9354242371,93377016,9279932578,2221190,221478225,599,2.899978930625
DL-00001.DL491-DL1029.HiSeq_2000_2500.bam,98121436,9594002751,97064871,9524702631,2444150,240402640,1535,2.9764695721875
DL-00001.DL267-DL805.HiSeq_2000_2500.bam,88425849,8781977295,87854424,8738205974,1789591,178628525,642,2.730689366875
DL-00001.DL090-DL628.HiSeq_2000_2500.bam,87610603,8693761500,87179872,8659913190,2547482,254208656,1135,2.706222871875
DL-00001.DL329-DL867.HiSeq_2000_2500.bam,70936150,7035690600,70473124,7001884803,1598411,159411311,687,2.1880890009375
DL-00001.DL482-DL1020.HiSeq_2000_2500.bam,313442110,30711876009,306924300,30281705223,12417965,1223509009,4582,9.4630328821875
DL-00001.DL054-DL592.HiSeq_2000_2500.bam,84934768,8427979641,84436927,8390310303,1955443,195030223,1021,2.6219719696875
DL-00001.DL342-DL880.HiSeq_2000_2500.bam,72614198,7203652840,72136257,7167039839,1533862,152953762,1314,2.2396999496875
DL-00001.DL283-DL821.HiSeq_2000_2500.bam,81536043,8101297978,81197588,8074194383,1669344,166594155,535,2.5231857446875
DL-00001.DL068-DL606.HiSeq_2000_2500.bam,62113324,6168303760,61700452,6136131487,1256590,125419033,797,1.9175410896875
DL-00001.DL274-DL812.HiSeq_2000_2500.bam,83174579,8211934831,80868271,8040635400,1719686,171604077,1352,2.5126985625
DL-00001.DL410-DL948.HiSeq_2000_2500.bam,111023105,11026496848,110428869,10974521621,2610327,260438396,501,3.4295380065625
DL-00001.DL154-DL692.HiSeq_2000_2500.bam,86157800,8560148714,85685719,8523294156,2017359,201340966,934,2.66352942375
DL-00001.DL175-DL713.HiSeq_2000_2500.bam,69883919,6910357770,68244008,6787954607,1517313,151440836,513,2.1212358146875
DL-00001.DL242-DL780.HiSeq_2000_2500.bam,76380394,7583310598,75897409,7544561964,1862200,185811941,1052,2.35767561375
DL-00001.DL290-DL828.HiSeq_2000_2500.bam,76529108,7578163451,75673401,7516814049,1493917,149006012,682,2.3490043903125
DL-00001.DL160-DL698.HiSeq_2000_2500.bam,74158874,7339411749,72556750,7218354401,1611696,160908256,486,2.2557357503125
DL-00001.DL343-DL881.HiSeq_2000_2500.bam,103374311,10267484868,102812596,10223424534,2595222,258966931,826,3.194820166875
DL-00001.DL252-DL790.HiSeq_2000_2500.bam,73231607,7258619197,72343092,7190093498,1515152,151133461,478,2.246904218125
DL-00001.DL512-DL1050.HiSeq_2000_2500.bam,86078573,8534937627,85234219,8472490237,2236664,223197743,10473,2.6476531990625
DL-00001.DL493-DL1031.HiSeq_2000_2500.bam,92822850,9221635601,92303606,9181324498,2055317,205149431,1408,2.869163905625
DL-00001.DL138-DL676.HiSeq_2000_2500.bam,81919410,8106731450,80452288,7994734204,2247972,224256935,555,2.49835443875
DL-00001.DL010-DL548.HiSeq_2000_2500.bam,88700675,8705262726,87964501,8655831767,1847881,182410487,1424,2.7049474271875
DL-00001.DL248-DL786.HiSeq_2000_2500.bam,83372703,8270854051,82641446,8214685830,1810397,180558858,683,2.567089321875
DL-00001.DL065-DL603.HiSeq_2000_2500.bam,18147694,1801536284,18006818,1790053696,240629,24008913,70,0.55939178
DL-00001.DL250-DL788.HiSeq_2000_2500.bam,72764412,7203976949,71469540,7105024561,1591851,158828184,623,2.2203201753125
DL-00001.DL081-DL619.HiSeq_2000_2500.bam,83167563,8258546796,82502993,8206875946,1804777,180125681,1255,2.564648733125
DL-00001.DL382-DL920.HiSeq_2000_2500.bam,70343934,6967008522,69031154,6867460109,1570742,156783605,2401,2.1460812840625
DL-00001.DL527-DL1065.HiSeq_2000_2500.bam,61731039,6119222662,61196355,6077207711,1173504,116921389,2432,1.8991274096875
DL-00001.DL285-DL823.HiSeq_2000_2500.bam,101335219,10064321761,100689868,10015011774,2447393,244325020,501,3.129691179375
DL-00001.DL420-DL958.HiSeq_2000_2500.bam,61325909,6000547370,60447648,5939243990,1283812,126859659,486,1.856013746875
DL-00001.DL326-DL864.HiSeq_2000_2500.bam,81369092,8063609615,80635735,8011274544,2096474,209080212,1019,2.503523295
DL-00001.DL194-DL732.HiSeq_2000_2500.bam,84154222,8277133006,80416641,7999078375,1659572,165638448,1181,2.4997119921875
DL-00001.DL191-DL729.HiSeq_2000_2500.bam,75997372,7529395466,74767847,7436016411,1639116,163653314,1515,2.3237551284375
DL-00001.DL537-DL1075.HiSeq_2000_2500.bam,107453689,10525699242,106462175,10460358338,2602956,256581524,429,3.268861980625
DL-00001.DL331-DL869.HiSeq_2000_2500.bam,105871511,10512416270,105242089,10465697159,3261319,325279009,920,3.2705303621875
DL-00001.DL112-DL650.HiSeq_2000_2500.bam,71818476,7091345935,70339276,6983035154,2263379,225747183,2703,2.182198485625
DL-00001.DL245-DL783.HiSeq_2000_2500.bam,84015175,8330430277,83060404,8256766264,1746127,174188733,785,2.5802394575
DL-00001.DL037-DL575.HiSeq_2000_2500.bam,85342756,8465804869,84539047,8407960497,2096683,209183174,816,2.6274876553125
DL-00001.DL096-DL634.HiSeq_2000_2500.bam,83256887,8262556318,82752117,8224029174,2163732,215871740,704,2.570009116875
DL-00001.DL086-DL624.HiSeq_2000_2500.bam,83064870,8240828567,82293032,8182554568,1773243,176891715,1221,2.5570483025
DL-00001.DL142-DL680.HiSeq_2000_2500.bam,86795675,8575961463,85090299,8449138860,2077493,207179945,459,2.64035589375
DL-00001.DL056-DL594.HiSeq_2000_2500.bam,66086062,6549052618,65490586,6507045020,1329989,132632189,1424,2.03345156875
DL-00001.DL043-DL581.HiSeq_2000_2500.bam,81856054,8121378264,81294889,8079756842,1693153,168862239,664,2.524924013125
DL-00001.DL128-DL666.HiSeq_2000_2500.bam,118329249,11707215943,115791097,11513205214,3132337,312685279,2350,3.597876629375
DL-00001.DL011-DL549.HiSeq_2000_2500.bam,87407643,8569175306,86635794,8517680072,1846682,182114515,801,2.6617750225
DL-00001.DL093-DL631.HiSeq_2000_2500.bam,79830114,7872938014,78861223,7801768106,2635507,262762282,23527,2.438052533125
DL-00001.DL526-DL1064.HiSeq_2000_2500.bam,80673118,8004473154,80204861,7965261046,1756466,175025025,10871,2.489144076875
DL-00001.DL041-DL579.HiSeq_2000_2500.bam,105785404,10504392925,105196089,10460067847,2583292,257777770,809,3.2687712021875
DL-00001.DL359-DL897.HiSeq_2000_2500.bam,87546625,8689826068,87022042,8649532625,2102698,209734575,640,2.7029789453125
DL-00001.DL457-DL995.HiSeq_2000_2500.bam,102608826,10044781116,101530205,9972686008,2535524,249655327,1707,3.1164643775
DL-00001.DL049-DL587.HiSeq_2000_2500.bam,105552732,10462555256,104508779,10389711475,2165704,215980558,1471,3.2467848359375
DL-00001.DL490-DL1028.HiSeq_2000_2500.bam,93247861,9126942879,92216490,9058343859,2059116,202791270,721,2.8307324559375
DL-00001.DL309-DL847.HiSeq_2000_2500.bam,90750919,8998902101,90066910,8948980288,2197121,219157827,526,2.79655634
DL-00001.DL227-DL765.HiSeq_2000_2500.bam,66032982,6527368453,64609082,6418380490,1186341,118338084,476,2.005743903125
DL-00001.DL063-DL601.HiSeq_2000_2500.bam,119046212,11773616689,115801527,11523159990,2965348,296074831,1237,3.600987496875
DL-00001.DL279-DL817.HiSeq_2000_2500.bam,86767068,8575412766,85073082,8448255898,1745850,174205746,426,2.640079968125
DL-00001.DL515-DL1053.HiSeq_2000_2500.bam,106208816,10408065807,105189685,10339827760,2946420,290559737,2352,3.231196175
DL-00001.DL357-DL895.HiSeq_2000_2500.bam,126481735,12565223143,125917411,12520560273,3163019,315606019,926,3.9126750853125
DL-00001.DL353-DL891.HiSeq_2000_2500.bam,77169801,7664441866,76824913,7637316166,1709440,170521356,831,2.386661301875
DL-00001.DL193-DL731.HiSeq_2000_2500.bam,80515991,7992667136,79668650,7927968557,1772524,176969144,740,2.4774901740625
DL-00001.DL348-DL886.HiSeq_2000_2500.bam,110749650,10992718503,110179955,10950934041,2625252,261885986,518,3.4221668878125
DL-00001.DL503-DL1041.HiSeq_2000_2500.bam,89482737,8775262752,88600310,8715519499,2510678,247679951,631,2.7235998434375
DL-00001.DL203-DL741.HiSeq_2000_2500.bam,82269981,8146993235,81042726,8054000573,1751613,174818468,679,2.5168751790625
DL-00001.DL079-DL617.HiSeq_2000_2500.bam,90035308,8938299211,89579635,8901840343,2155689,215013097,2179,2.7818251071875
DL-00001.DL442-DL980.HiSeq_2000_2500.bam,267640418,25783929037,245489795,24240902646,10635275,1050356914,1574,7.575282076875
DL-00001.DL467-DL1005.HiSeq_2000_2500.bam,32909280,3222959594,30986597,3080582977,466608,46572860,1113,0.9626821803125
DL-00001.DL323-DL861.HiSeq_2000_2500.bam,81984785,8133521685,81413628,8092305809,1821446,181708661,808,2.5288455653125
DL-00001.DL441-DL979.HiSeq_2000_2500.bam,314845910,30585031022,300041789,29591803263,13532590,1334795792,3471,9.2474385196875
DL-00001.DL098-DL636.HiSeq_2000_2500.bam,60246840,5978423492,59895635,5951617099,1364194,136062331,702,1.8598803434375
DL-00001.DL272-DL810.HiSeq_2000_2500.bam,81793987,8112936891,80942290,8048665768,2008444,200449842,415,2.5152080525
DL-00001.DL391-DL929.HiSeq_2000_2500.bam,363212373,35787526069,359865685,35542580185,16343659,1617028449,5831,11.1070563078125
DL-00001.DL465-DL1003.HiSeq_2000_2500.bam,100100239,9758389958,98519773,9656940124,2502316,245436921,521,3.01779378875
DL-00001.DL008-DL546.HiSeq_2000_2500.bam,90433641,8869295909,89713586,8820534315,2242091,221127309,2322,2.7564169734375
DL-00001.DL249-DL787.HiSeq_2000_2500.bam,63812645,6321380653,62937704,6254120504,1423595,141984348,1126,1.9544126575
DL-00001.DL157-DL695.HiSeq_2000_2500.bam,89984750,8932547009,89132081,8867447181,2134944,213141521,408,2.7710772440625
DL-00001.DL324-DL862.HiSeq_2000_2500.bam,80936033,8029335576,80471193,7995355757,1648404,164384989,604,2.4985486740625
DL-00001.DL369-DL907.HiSeq_2000_2500.bam,108352641,10759680281,107472420,10686052711,2903960,289813880,452,3.3393914721875
DL-00001.DL186-DL724.HiSeq_2000_2500.bam,75697712,7519985775,75209354,7482590362,1618649,161557654,471,2.338309488125
DL-00001.DL141-DL679.HiSeq_2000_2500.bam,84652416,8370787690,82735519,8225280019,2017952,201328823,669,2.5704000059375
DL-00001.DL183-DL721.HiSeq_2000_2500.bam,74216070,7362995147,73335103,7295819775,1604698,160190170,2107,2.2799436796875
DL-00001.DL045-DL583.HiSeq_2000_2500.bam,90667626,9005920168,90190385,8969455122,2090866,208567895,522,2.802954725625
DL-00001.DL094-DL632.HiSeq_2000_2500.bam,77380666,7664016580,76390811,7594396606,1831372,182663002,691,2.373248939375
DL-00001.DL394-DL932.HiSeq_2000_2500.bam,368983669,36002434081,364875999,35703626777,15889708,1568063635,6424,11.1573833678125
DL-00001.DL261-DL799.HiSeq_2000_2500.bam,124182265,12372426056,123756551,12335420768,3098857,309573960,664,3.85481899
DL-00001.DL469-DL1007.HiSeq_2000_2500.bam,84948855,8424021816,84163636,8365294504,2067610,206386347,1641,2.6141545325
DL-00001.DL455-DL993.HiSeq_2000_2500.bam,88269013,8611579607,86793414,8512757873,2531237,249110285,862,2.6602368353125
DL-00001.DL508-DL1046.HiSeq_2000_2500.bam,105408834,10243485493,104539055,10185930716,2472904,243471144,1987,3.18310334875
DL-00001.DL268-DL806.HiSeq_2000_2500.bam,98348420,9577189966,89512802,8906356111,2051811,204712536,2034,2.7832362846875
DL-00001.DL222-DL760.HiSeq_2000_2500.bam,74415610,7375888719,73537170,7307613555,1699194,169529645,385,2.2836292359375
DL-00001.DL105-DL643.HiSeq_2000_2500.bam,89567584,8888866481,88811682,8833007488,2029996,202562274,4540,2.76031484
DL-00001.DL042-DL580.HiSeq_2000_2500.bam,94307722,9365805911,93798218,9326405637,2099208,209420900,1077,2.9145017615625
DL-00001.DL156-DL694.HiSeq_2000_2500.bam,85796671,8516691742,85126635,8465746033,2026122,202207757,384,2.6455456353125
DL-00001.DL421-DL959.HiSeq_2000_2500.bam,82386934,8176072304,81639196,8118649047,2222754,221860706,1778,2.5370778271875
DL-00001.DL472-DL1010.HiSeq_2000_2500.bam,31550742,3012568887,26770087,2656180674,328863,32772355,1153,0.830056460625
DL-00001.DL229-DL767.HiSeq_2000_2500.bam,67677504,6702865684,66577243,6618887149,1538753,153528537,756,2.0684022340625
DL-00001.DL367-DL905.HiSeq_2000_2500.bam,87354474,8673933160,86649329,8614757302,2251402,224648217,848,2.692111656875
DL-00001.DL351-DL889.HiSeq_2000_2500.bam,105374003,10449152287,104763500,10405622518,2541357,253507709,1495,3.251757036875
DL-00001.DL464-DL1002.HiSeq_2000_2500.bam,101606975,9958284420,100901539,9911583015,2218230,218404539,1237,3.0973696921875
DL-00001.DL109-DL647.HiSeq_2000_2500.bam,82851145,8182586626,81599280,8094219034,2244617,223883389,5028,2.529443448125
DL-00001.DL020-DL558.HiSeq_2000_2500.bam,87413221,8567290373,86700526,8519571134,1732815,170464693,2212,2.662365979375
DL-00001.DL298-DL836.HiSeq_2000_2500.bam,82628768,8172466930,81758047,8109698309,1765940,175881114,806,2.5342807215625
DL-00001.DL114-DL652.HiSeq_2000_2500.bam,72651741,7190541084,71448919,7101536752,1435305,143106762,837,2.219230235
DL-00001.DL486-DL1024.HiSeq_2000_2500.bam,101463687,9948931403,100482248,9880814990,2288196,225663367,1674,3.087754684375
DL-00001.DL523-DL1061.HiSeq_2000_2500.bam,78282101,7766681859,77660247,7718864054,1672937,166787685,4390,2.412145016875
DL-00001.DL471-DL1009.HiSeq_2000_2500.bam,42177691,4129628648,39623174,3938505208,606634,60536491,1390,1.2307828775
DL-00001.DL101-DL639.HiSeq_2000_2500.bam,141683960,14068559760,140318903,13964995848,3962492,395618778,5258,4.3640612025
DL-00001.DL304-DL842.HiSeq_2000_2500.bam,73510041,7266820209,72330306,7184350332,1735917,173085528,794,2.24510947875
DL-00001.DL519-DL1057.HiSeq_2000_2500.bam,32709790,3171599654,29568135,2938033757,493252,49199922,1925,0.9181355490625
DL-00001.DL204-DL742.HiSeq_2000_2500.bam,76259005,7552876235,75139382,7471382651,1494905,149150981,796,2.3348070784375
DL-00001.DL514-DL1052.HiSeq_2000_2500.bam,94215287,9235637757,93245180,9170696153,2301010,227127322,945,2.8658425478125
DL-00001.DL438-DL976.HiSeq_2000_2500.bam,56383328,5544328658,55828161,5505121821,845296,83821024,675,1.7203505690625
DL-00001.DL092-DL630.HiSeq_2000_2500.bam,81757791,8114334922,81233592,8074728218,1997488,199298420,491,2.523352568125
DL-00001.DL407-DL945.HiSeq_2000_2500.bam,87648381,8700414975,86909881,8640084997,2104699,210027410,815,2.7000265615625
DL-00001.DL151-DL689.HiSeq_2000_2500.bam,105122505,10429928751,104484922,10380694673,2749666,274424901,660,3.2439670853125
DL-00001.DL255-DL793.HiSeq_2000_2500.bam,72461385,7165604681,70766520,7036140222,1464171,146091601,1009,2.198793819375
DL-00001.DL149-DL687.HiSeq_2000_2500.bam,124988862,12413606586,124170767,12351407503,3742825,373536820,889,3.8598148446875
DL-00001.DL481-DL1019.HiSeq_2000_2500.bam,307666975,30309521239,304015040,30050500306,13396298,1324863597,3154,9.390781345625
DL-00001.DL161-DL699.HiSeq_2000_2500.bam,85065268,8450329180,84638525,8417109368,2032331,202856979,611,2.6303466775
DL-00001.DL281-DL819.HiSeq_2000_2500.bam,101139054,10048102591,100791564,10019991251,2449570,244496174,587,3.1312472659375
DL-00001.DL198-DL736.HiSeq_2000_2500.bam,57110876,5668952121,56508024,5621443879,1038289,103611856,2761,1.7567012121875
DL-00001.DL436-DL974.HiSeq_2000_2500.bam,63013208,6178414080,61986702,6100427857,1111053,109936808,316,1.9063837053125
DL-00001.DL155-DL693.HiSeq_2000_2500.bam,89804347,8924835579,89272113,8883586283,2336880,233291625,1093,2.7761207134375
DL-00001.DL449-DL987.HiSeq_2000_2500.bam,66660299,6619783791,66113436,6577152407,1541171,153839277,813,2.0553601271875
DL-00001.DL292-DL830.HiSeq_2000_2500.bam,83247612,8225713807,81701550,8117528377,1824521,181953577,930,2.5367276178125
DL-00001.DL295-DL833.HiSeq_2000_2500.bam,78392816,7759015254,77346623,7685375269,1654164,164979615,676,2.4016797715625
DL-00001.DL516-DL1054.HiSeq_2000_2500.bam,67613684,6706241691,67145297,6672573398,1565374,156134837,599,2.085179186875
DL-00001.DL158-DL696.HiSeq_2000_2500.bam,59695127,5925366348,59195841,5887125372,1169299,116709353,1055,1.83972667875
DL-00001.DL524-DL1062.HiSeq_2000_2500.bam,108933990,10816554564,108498853,10781403404,3125263,311580665,6126,3.36918856375
DL-00001.DL231-DL769.HiSeq_2000_2500.bam,78579729,7787248617,77500430,7704649516,1472135,146836496,373,2.40770297375
DL-00001.DL170-DL708.HiSeq_2000_2500.bam,73080980,7257830225,72622607,7222512731,1569522,156657751,858,2.2570352284375
DL-00001.DL484-DL1022.HiSeq_2000_2500.bam,282044814,27799847251,279217571,27601267420,10600426,1047895270,2319,8.62539606875
DL-00001.DL378-DL916.HiSeq_2000_2500.bam,71608120,7115469004,71202882,7083756734,1340798,133862601,5856,2.213673979375
DL-00001.DL339-DL877.HiSeq_2000_2500.bam,89267053,8865582830,88794719,8828596864,2079958,207501715,887,2.75893652
DL-00001.DL148-DL686.HiSeq_2000_2500.bam,81108672,7998048374,78786767,7826713044,2117411,211131547,378,2.44584782625
DL-00001.DL454-DL992.HiSeq_2000_2500.bam,62230702,6177600662,61721110,6136994550,1763990,176101943,1287,1.917810796875
DL-00001.DL402-DL940.HiSeq_2000_2500.bam,319769010,31452193016,316553501,31207874496,13525424,1340035824,5868,9.75246078
DL-00001.DL209-DL747.HiSeq_2000_2500.bam,86000417,8505564207,83997050,8354040107,1697216,169407937,1512,2.6106375334375
DL-00001.DL221-DL759.HiSeq_2000_2500.bam,54697837,5414482176,53784284,5344489864,1053399,105074599,914,1.6701530825
DL-00001.DL337-DL875.HiSeq_2000_2500.bam,89991149,8935212586,89478324,8895367375,1995102,199004080,843,2.7798023046875
DL-00001.DL477-DL1015.HiSeq_2000_2500.bam,104784629,10227605074,103498314,10145466997,2647009,260032800,874,3.1704584365625
DL-00001.DL060-DL598.HiSeq_2000_2500.bam,101846000,10061736169,98550557,9807406158,2293696,229016450,1232,3.064814424375
DL-00001.DL417-DL955.HiSeq_2000_2500.bam,62043016,6154932921,61582488,6118911466,1950021,194446518,489,1.912159833125
DL-00001.DL136-DL674.HiSeq_2000_2500.bam,83359211,8225301006,81186201,8067010061,2125110,211946352,273,2.5209406440625
DL-00001.DL064-DL602.HiSeq_2000_2500.bam,134940026,13358395410,131570459,13091493551,3685623,368060010,1291,4.0910917346875
DL-00001.DL021-DL559.HiSeq_2000_2500.bam,101052369,9925522073,100272727,9872209229,2445683,241440435,1269,3.0850653840625
DL-00001.DL522-DL1060.HiSeq_2000_2500.bam,38734940,3824581198,37832369,3758611555,545227,54388788,674,1.1745661109375
DL-00001.DL345-DL883.HiSeq_2000_2500.bam,78775626,7820795708,78289852,7784334936,1989975,198580689,432,2.4326046675
DL-00001.DL169-DL707.HiSeq_2000_2500.bam,74476764,7382348613,73620362,7319727131,1629871,162637726,764,2.2874147284375
DL-00001.DL163-DL701.HiSeq_2000_2500.bam,75716563,7513837946,75014859,7460701888,1680163,167683899,1001,2.33146934
DL-00001.DL368-DL906.HiSeq_2000_2500.bam,102979063,10213983797,101854279,10128225331,2579490,257423490,1796,3.1650704159375
DL-00001.DL360-DL898.HiSeq_2000_2500.bam,69781257,6929357352,69288440,6888015052,1316698,131344797,2607,2.15250470375
DL-00001.DL218-DL756.HiSeq_2000_2500.bam,64890063,6360792563,61248355,6085376114,1184367,118127571,509,1.901680035625
DL-00001.DL057-DL595.HiSeq_2000_2500.bam,113709021,11300879026,112653984,11213884226,3554766,354851931,1886,3.504338820625
DL-00001.DL230-DL768.HiSeq_2000_2500.bam,66549785,6602263530,65913556,6552943317,1153963,115116862,852,2.0477947865625
DL-00001.DL335-DL873.HiSeq_2000_2500.bam,100965742,10027785566,100505756,9991575079,2294840,228915582,608,3.1223672121875
DL-00001.DL217-DL755.HiSeq_2000_2500.bam,52315001,5140277037,49947554,4960684573,856432,85385309,1066,1.5502139290625
DL-00001.DL278-DL816.HiSeq_2000_2500.bam,103053016,10237450954,102565068,10198883527,2804373,279933671,848,3.1871511021875
DL-00001.DL121-DL659.HiSeq_2000_2500.bam,86381237,8570761338,85895885,8533237225,2134606,212863472,1924,2.6666366328125
DL-00001.DL431-DL969.HiSeq_2000_2500.bam,86461227,8577827002,85780914,8527237577,1634102,163077214,243,2.6647617428125
DL-00001.DL306-DL844.HiSeq_2000_2500.bam,91359950,9055359687,90493089,8992250997,2224516,221886089,882,2.8100784365625
DL-00001.DL089-DL627.HiSeq_2000_2500.bam,90531627,8992539804,89977795,8948726965,2061612,205698113,2537,2.7964771765625
DL-00001.DL129-DL667.HiSeq_2000_2500.bam,89058740,8771350819,85600218,8502191635,2510305,250330404,528,2.6569348859375
DL-00001.DL235-DL773.HiSeq_2000_2500.bam,78065601,7680150972,74796197,7434477609,1698463,169367929,780,2.3232742528125
DL-00001.DL014-DL552.HiSeq_2000_2500.bam,107277573,10522099508,106552208,10473480377,2342245,230855203,931,3.2729626178125
DL-00001.DL028-DL566.HiSeq_2000_2500.bam,91111677,9032934598,90415507,8984560846,2289582,228365357,147,2.807675264375
DL-00001.DL095-DL633.HiSeq_2000_2500.bam,93115307,9206848766,91793118,9112327230,2271064,226526467,1112,2.847602259375
DL-00001.DL113-DL651.HiSeq_2000_2500.bam,75212428,7450862767,74199358,7375185872,1741110,173680276,22092,2.304745585
DL-00001.DL336-DL874.HiSeq_2000_2500.bam,92298115,9164691425,91607401,9111296672,2119226,211474634,1051,2.84728021
DL-00001.DL259-DL797.HiSeq_2000_2500.bam,84097474,8351299724,83485304,8302230985,1748535,174465182,1071,2.5944471828125
DL-00001.DL371-DL909.HiSeq_2000_2500.bam,91316571,9057348294,90291896,8976121938,2320671,231602979,2187,2.805038105625
DL-00001.DL299-DL837.HiSeq_2000_2500.bam,65171691,6452148851,64662697,6415084574,1314399,130905016,583,2.004713929375
DL-00001.DL405-DL943.HiSeq_2000_2500.bam,359041547,35318313381,355327966,35035246904,15322950,1518121305,5541,10.9485146575
DL-00001.DL510-DL1048.HiSeq_2000_2500.bam,83336027,8269665158,82595327,8212287603,1773259,176964306,2946,2.5663398759375
DL-00001.DL180-DL718.HiSeq_2000_2500.bam,76169784,7561627617,75444844,7506869355,1631753,162875100,1186,2.3458966734375
DL-00001.DL497-DL1035.HiSeq_2000_2500.bam,88215597,8763351599,87704760,8723282350,2023459,201984455,582,2.726025734375
DL-00001.DL288-DL826.HiSeq_2000_2500.bam,90565911,8981286356,89823807,8926772290,1904550,189983536,1216,2.789616340625
DL-00001.DL061-DL599.HiSeq_2000_2500.bam,109521908,10832153376,106725756,10616963633,2321884,231801377,1397,3.3178011353125
DL-00001.DL263-DL801.HiSeq_2000_2500.bam,132461397,13186648000,131622414,13117806803,3449423,344548774,2063,4.0993146259375
DL-00001.DL190-DL728.HiSeq_2000_2500.bam,60228033,5984404040,59820715,5952742331,1116234,111445608,1115,1.8602319784375
DL-00001.DL044-DL582.HiSeq_2000_2500.bam,88690000,8800827510,87859688,8742319878,1842693,183807561,539,2.731974961875
DL-00001.DL176-DL714.HiSeq_2000_2500.bam,79054705,7840738991,78168047,7773340581,1920381,191630072,2706,2.4291689315625
DL-00001.DL188-DL726.HiSeq_2000_2500.bam,98431853,9765672736,97577776,9700615077,2152665,214888826,714,3.0314422115625
DL-00001.DL131-DL669.HiSeq_2000_2500.bam,82333055,8111513403,79020704,7850923280,2255906,225000464,335,2.453413525
DL-00001.DL390-DL928.HiSeq_2000_2500.bam,374220996,36864734462,369974401,36536524740,16623151,1645477692,4084,11.41766398125
DL-00001.DL386-DL924.HiSeq_2000_2500.bam,88439844,8738286808,85894687,8537116361,2351636,234600424,566,2.6678488628125
DL-00001.DL404-DL942.HiSeq_2000_2500.bam,377659534,37186076949,374062355,36918511337,15729417,1557512629,3821,11.5370347928125
DL-00001.DL053-DL591.HiSeq_2000_2500.bam,59103257,5845455531,58408409,5799063871,2191115,218495454,5431,1.8122074596875
DL-00001.DL036-DL574.HiSeq_2000_2500.bam,96350159,9549460993,94992186,9451610230,2425414,242029063,3301,2.953628196875
DL-00001.DL187-DL725.HiSeq_2000_2500.bam,67796538,6723265448,67103950,6670221275,1316791,131442301,463,2.0844441484375
DL-00001.DL307-DL845.HiSeq_2000_2500.bam,68810774,6806292949,67666413,6723154598,1528497,152453948,520,2.100985811875
DL-00001.DL396-DL934.HiSeq_2000_2500.bam,320082206,31484361005,316595334,31231852253,15185740,1500776702,5204,9.7599538290625
DL-00001.DL488-DL1026.HiSeq_2000_2500.bam,69657983,6807460732,68893283,6757992080,1498827,147286159,720,2.111872525
DL-00001.DL013-DL551.HiSeq_2000_2500.bam,89140468,8736539986,88181945,8671324061,2093001,206457259,1567,2.7097887690625
DL-00001.DL528-DL1066.HiSeq_2000_2500.bam,71351352,7080013513,70931392,7045189897,1357104,135240075,1204,2.2016218428125
DL-00001.DL260-DL798.HiSeq_2000_2500.bam,114748882,11432148897,114332247,11396498883,2943319,294050197,800,3.5614059009375
DL-00001.DL117-DL655.HiSeq_2000_2500.bam,110589312,10975953109,109812497,10917331913,2691801,268517760,603,3.4116662228125
